course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,C+,Spring2019
MIS107,Introduction to Computers,3,B,Spring2019
ECO101,Intro to Microeconomics,3,C,Spring2019
ACT201,Intro to Financial Accounting,3,C+,Summer2019
INB372,International Business,3,C,Summer2019
LAW200,Legal Environment of Business,3,C+,Summer2019
ECO104,Intro to Macroeconomics,3,B,Summer2019
MGT368,Entrepreneurship,3,W,Fall2019
ACT202,Intro to Managerial Accounting,3,F,Fall2019
MGT212,Principles of Management,3,W,Fall2019
MGT212,Principles of Management,3,C+,Spring2020
PHI401,Ethics / Philosophy,3,C,Spring2020
MIS207,Management Information Systems,3,B,Spring2020
MGT368,Entrepreneurship,3,D,Spring2020
BEN205,Bengali Literature,3,B+,Spring2020
POL101,Intro to Political Science,3,W,Summer2020
POL104,Political Science,3,W,Summer2020
ACT202,Intro to Managerial Accounting,3,W,Summer2020
ACT202,Intro to Managerial Accounting,3,W,Fall2020
POL104,Political Science,3,W,Fall2020
PAD201,Public Administration,3,C,Fall2020
ACT202,Intro to Managerial Accounting,3,B+,Spring2021
BUS251,Business Communication,3,W,Spring2021
SOC101,Intro to Sociology,3,D,Spring2021
BIO103,Biology I,3,C,Spring2021
BIO103L,Biology I Lab,1,B+,Spring2021
ENV107,Environmental Science,3,W,Spring2021
MGT321,Organizational Behavior,3,B+,Summer2021
HIS101,Bangladesh History,3,C,Summer2021
BUS251,Business Communication,3,F,Summer2021
HIS103,History of South Asia,3,F,Summer2021
MGT330,Designing Effective Organizations,3,W,Fall2021
HIS103,History of South Asia,3,B,Fall2021
BUS251,Business Communication,3,A,Fall2021
HRM370,Managerial Skill Development,3,W,Spring2022
MGT490,Project Management,3,W,Spring2022
MGT330,Designing Effective Organizations,3,W,Spring2022
MGT410,Entrepreneurship II,3,W,Spring2022
HRM450,Industrial Relations,3,W,Summer2022
MGT330,Designing Effective Organizations,3,C,Summer2022
HRM370,Managerial Skill Development,3,B+,Summer2022
HRM470,Negotiations,3,B,Summer2022
MGT350,Managing Quality,3,C,Summer2022
MGT410,Entrepreneurship II,3,W,Fall2022
HRM450,Industrial Relations,3,B+,Fall2022
MGT490,Project Management,3,C+,Fall2022
