course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,D,Spring2022
ECO101,Intro to Microeconomics,3,D+,Spring2022
INB372,International Business,3,D,Spring2022
BUS251,Business Communication,3,D,Spring2022
ACT201,Intro to Financial Accounting,3,D+,Spring2022
ACT202,Intro to Managerial Accounting,3,D,Summer2022
MGT212,Principles of Management,3,D,Summer2022
MIS207,Management Information Systems,3,D+,Summer2022
ECO104,Intro to Macroeconomics,3,D+,Summer2022
MIS107,Introduction to Computers,3,D,Fall2022
MGT368,Entrepreneurship,3,D+,Fall2022
BEN205,Bengali Literature,3,D+,Fall2022
LAW200,Legal Environment of Business,3,F,Fall2022
CHN101,Chinese Language,3,D,Fall2022
