course_code,course_name,credits,grade,semester
CSE311L,Database Management Systems Lab,1,A-,Spring2021
PHY108,Physics II,3,B-,Spring2021
PHY108L,Physics II Lab,1,B,Spring2021
CSE231L,Digital Logic Design Lab,1,B,Spring2021
CSE327,Software Engineering,3,A-,Spring2021
CSE101,Introduction to Python Programming,3,C+,Spring2021
CEE110,Engineering Drawing,1,B,Summer2021
CSE215L,Programming Language II Lab,1,B,Summer2021
CHE101L,Chemistry I Lab,1,B-,Summer2021
ENG103,Intermediate Composition,3,B+,Fall2021
PHY107L,Physics I Lab,1,C+,Fall2021
EEE111,Analog Electronics I,3,B-,Fall2021
EEE111L,Analog Electronics I Lab,1,B,Fall2021
CSE115L,Programming Language I Lab,1,B+,Fall2021
MAT116,Pre-Calculus,3,B+,Fall2021
MAT125,Linear Algebra,3,B-,Spring2022
HIS102,World Civilization,3,B,Spring2022
CSE331L,Microprocessor Interfacing Lab,1,C,Spring2022
MGT321,Organizational Behavior,3,C-,Summer2022
BUS251,Business Communication,3,B,Summer2022
ECO101,Intro to Microeconomics,3,W,Summer2022
MGT212,Principles of Management,3,C+,Fall2022
MGT368,Entrepreneurship,3,D,Fall2022
MIS320,IT for Managers,3,D+,Fall2022
MIS207,Management Information Systems,3,C,Spring2023
MGT350,Managing Quality,3,D+,Spring2023
MGT410,Entrepreneurship II,3,B+,Spring2023
HRM470,Negotiations,3,F,Spring2023
HRM370,Managerial Skill Development,3,A,Summer2023
ECO101,Intro to Microeconomics,3,F,Summer2023
ACT201,Intro to Financial Accounting,3,F,Summer2023
ENG105,Advanced Composition,3,B,Fall2023
LAW200,Legal Environment of Business,3,C,Fall2023
MIS107,Introduction to Computers,3,B,Fall2023
MGT490,Project Management,3,A,Fall2023
MKT202,Introduction to Marketing,3,W,Fall2023
ECO101,Intro to Microeconomics,3,C,Spring2024
PHI401,Ethics / Philosophy,3,C,Spring2024
INB372,International Business,3,B-,Spring2024
HRM450,Industrial Relations,3,D+,Spring2024
