course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,B+,Spring2022
MKT202,Introduction to Marketing,3,A-,Spring2022
ENG103,Intermediate Composition,3,A-,Spring2022
BUS251,Business Communication,3,C+,Summer2022
ECO104,Intro to Macroeconomics,3,T,Summer2022
ACT201,Intro to Financial Accounting,3,B+,Summer2022
MIS207,Management Information Systems,3,T,Fall2022
LAW200,Legal Environment of Business,3,A,Fall2022
INB372,International Business,3,T,Fall2022
PHI401,Ethics / Philosophy,3,T,Spring2023
ACT202,Intro to Managerial Accounting,3,C+,Spring2023
ENG105,Advanced Composition,3,B,Spring2023
MGT212,Principles of Management,3,T,Spring2023
MGT368,Entrepreneurship,3,B+,Summer2023
MIS107,Introduction to Computers,3,T,Summer2023
POL101,Intro to Political Science,3,T,Fall2023
BEN205,Bengali Literature,3,A,Fall2023
SOC101,Intro to Sociology,3,A-,Spring2024
BIO103,Biology I,3,B+,Spring2024
BIO103L,Biology I Lab,1,A-,Spring2024
GEO205,Geography,3,B,Spring2024
PBH101,Public Health,3,A,Spring2024
HIS101,Bangladesh History,3,A-,Summer2024
HIS102,World Civilization,3,A-,Summer2024
