course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,A-,Spring2020
MKT202,Introduction to Marketing,3,A,Spring2020
ACT201,Intro to Financial Accounting,3,A-,Spring2020
MIS107,Introduction to Computers,3,B-,Spring2020
ACT202,Intro to Managerial Accounting,3,A-,Summer2020
INB372,International Business,3,A,Summer2020
MIS207,Management Information Systems,3,A,Summer2020
MGT368,Entrepreneurship,3,B,Summer2020
LAW200,Legal Environment of Business,3,B,Summer2020
ECO104,Intro to Macroeconomics,3,B+,Summer2020
MGT212,Principles of Management,3,B,Fall2020
BUS251,Business Communication,3,A-,Fall2020
BEN205,Bengali Literature,3,B+,Fall2020
ENG115,English Literature,3,B,Fall2020
POL101,Intro to Political Science,3,B,Fall2020
SOC101,Intro to Sociology,3,A-,Spring2021
ENV107,Environmental Science,3,B+,Spring2021
ENV107L,Environmental Science Lab,1,A-,Spring2021
PBH101,Public Health,3,A-,Spring2021
PBH101L,Public Health Lab,1,B+,Spring2021
ANT101,Anthropology,3,A,Spring2021
PSY101,Intro to Psychology,3,A-,Spring2021
PSY101L,Psychology Lab,1,A-,Spring2021
BIO103,Biology I,3,A,Spring2021
BIO103L,Biology I Lab,1,B,Spring2021
ACT310,Intermediate Accounting I,3,B,Summer2021
ACT360,Advanced Managerial Accounting,3,A,Summer2021
PHI401,Ethics / Philosophy,3,B+,Summer2021
HIS102,World Civilization,3,B+,Summer2021
HIS101,Bangladesh History,3,A,Summer2021
ACT320,Intermediate Accounting II,3,A-,Summer2021
ACT370,Taxation,3,A,Fall2021
ACT430,Accounting Information Systems,3,B,Fall2021
ACT410,Financial Statement Analysis,3,C+,Fall2021
ACT380,Audit and Assurance,3,B+,Fall2021
ACT460,Advanced Financial Accounting,3,A-,Fall2021
BUS498,Internship,4,B-,Summer2023
