course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,B,Summer2022
ECO101,Intro to Microeconomics,3,B+,Summer2022
MKT202,Introduction to Marketing,3,B-,Summer2022
LAW200,Legal Environment of Business,3,B+,Fall2022
BUS251,Business Communication,3,B+,Fall2022
ACT201,Intro to Financial Accounting,3,B+,Fall2022
ENG103,Intermediate Composition,3,C,Spring2023
INB372,International Business,3,A-,Spring2023
MIS207,Management Information Systems,3,B-,Spring2023
ECO104,Intro to Macroeconomics,3,B+,Summer2023
PHI401,Ethics / Philosophy,3,B-,Summer2023
ACT202,Intro to Managerial Accounting,3,B,Summer2023
MGT368,Entrepreneurship,3,C,Summer2023
ENG105,Advanced Composition,3,A,Summer2023
CHN101,Chinese Language,3,B+,Fall2023
ENG115,English Literature,3,B-,Fall2023
BEN205,Bengali Literature,3,B-,Fall2023
MGT212,Principles of Management,3,B,Spring2024
PAD201,Public Administration,3,B-,Spring2024
SOC101,Intro to Sociology,3,B-,Spring2024
CHE101,Chemistry I,3,A,Summer2024
CHE101L,Chemistry I Lab,1,A-,Summer2024
PHY107,Physics I,3,B,Summer2024
PBH101,Public Health,3,B-,Summer2024
PBH101L,Public Health Lab,1,A,Summer2024
HIS101,Bangladesh History,3,B,Summer2024
ENV107,Environmental Science,3,A,Summer2024
ENV107L,Environmental Science Lab,1,B,Summer2024
