course_code,course_name,credits,grade,semester
CSE115,Programming Language I,3,B+,Spring2021
MAT116,Pre-Calculus,3,C,Spring2021
CSE225L,Data Structures & Algorithms Lab,1,A-,Spring2021
POL104,Political Science,3,B+,Spring2021
GEO205,Geography,3,B-,Spring2021
CSE173,Discrete Mathematics,3,C+,Summer2021
MAT120,Calculus I,3,A-,Summer2021
CSE145,Introduction to Artificial Intelligence,3,B+,Summer2021
ENG103,Intermediate Composition,3,C-,Summer2021
CSE215L,Programming Language II Lab,1,B-,Summer2021
CSE215,Programming Language II,3,B-,Fall2021
MAT130,Calculus II,3,A,Fall2021
ENG105,Advanced Composition,3,B+,Fall2021
ECO101,Intro to Microeconomics,3,A,Fall2021
MAT361,Discrete Mathematics II,3,A-,Fall2021
CSE225,Data Structures & Algorithms,3,A-,Spring2022
MAT250,Calculus III,3,B-,Spring2022
EEE141L,Electrical Circuits I Lab,1,B,Spring2022
CEE110,Engineering Drawing,1,C+,Spring2022
CSE231,Digital Logic Design,3,B+,Summer2022
CSE231L,Digital Logic Design Lab,1,C,Summer2022
CSE231L,Digital Logic Design Lab,1,B+,Summer2022
PHY107L,Physics I Lab,1,C+,Summer2022
ENG111,Public Speaking,3,A-,Summer2022
CSE332,Computer Organization & Architecture,3,A-,Fall2022
CSE299,Junior Design Project,1,B+,Fall2022
MAT350,Complex Variables,3,B+,Fall2022
CSE331L,Microprocessor Interfacing Lab,1,B+,Fall2022
