course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,C,Summer2019
MIS107,Introduction to Computers,3,B,Summer2019
MKT202,Introduction to Marketing,3,B-,Summer2019
INB372,International Business,3,B+,Fall2019
ACT202,Intro to Managerial Accounting,3,C+,Fall2019
ECO101,Intro to Microeconomics,3,B+,Fall2019
BUS251,Business Communication,3,B,Spring2020
MIS207,Management Information Systems,3,B,Spring2020
MGT212,Principles of Management,3,B+,Spring2020
ECO104,Intro to Macroeconomics,3,A-,Spring2020
LAW200,Legal Environment of Business,3,A-,Summer2020
PHI401,Ethics / Philosophy,3,C+,Summer2020
ENG115,English Literature,3,A-,Summer2020
BEN205,Bengali Literature,3,C,Summer2020
PAD201,Public Administration,3,B-,Fall2020
ANT101,Anthropology,3,C,Fall2020
SOC101,Intro to Sociology,3,B-,Fall2020
MGT368,Entrepreneurship,3,A,Fall2020
POL101,Intro to Political Science,3,B-,Fall2020
BIO103,Biology I,3,C,Spring2021
PSY101,Intro to Psychology,3,A-,Spring2021
PBH101,Public Health,3,B+,Spring2021
PBH101L,Public Health Lab,1,B+,Spring2021
ENV107,Environmental Science,3,A,Spring2021
HIS101,Bangladesh History,3,A,Summer2021
HIS103,History of South Asia,3,B+,Summer2021
INB490,Cross-Cultural Management,3,B,Summer2021
HIS102,World Civilization,3,C+,Summer2021
