course_code,course_name,credits,grade,semester
MIS107,Introduction to Computers,3,C-,Fall2021
MKT202,Introduction to Marketing,3,F,Fall2021
ACT201,Intro to Financial Accounting,3,D,Fall2021
LAW200,Legal Environment of Business,3,I,Spring2022
ECO101,Intro to Microeconomics,3,F,Spring2022
ACT202,Intro to Managerial Accounting,3,D,Spring2022
INB372,International Business,3,D,Summer2022
MKT202,Introduction to Marketing,3,D,Summer2022
BUS251,Business Communication,3,C-,Summer2022
LAW200,Legal Environment of Business,3,F,Fall2022
MGT368,Entrepreneurship,3,D,Fall2022
MIS207,Management Information Systems,3,F,Fall2022
BEN205,Bengali Literature,3,D,Spring2023
MIS207,Management Information Systems,3,C-,Spring2023
ECO101,Intro to Microeconomics,3,I,Spring2023
LAW200,Legal Environment of Business,3,F,Spring2023
LAW200,Legal Environment of Business,3,F,Summer2023
MGT212,Principles of Management,3,C-,Summer2023
ECO101,Intro to Microeconomics,3,I,Fall2023
LAW200,Legal Environment of Business,3,C-,Fall2023
POL101,Intro to Political Science,3,F,Fall2023
PHI401,Ethics / Philosophy,3,D+,Spring2024
ECO101,Intro to Microeconomics,3,F,Spring2024
GEO205,Geography,3,D,Summer2024
PAD201,Public Administration,3,D,Summer2024
SOC101,Intro to Sociology,3,D,Summer2024
POL101,Intro to Political Science,3,D,Summer2024
