course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,C-,Spring2019
ENG103,Intermediate Composition,3,C-,Spring2019
MKT202,Introduction to Marketing,3,D,Spring2019
BUS251,Business Communication,3,C-,Summer2019
ECO101,Intro to Microeconomics,3,D+,Summer2019
MIS107,Introduction to Computers,3,F,Fall2019
INB372,International Business,3,D,Fall2019
ACT202,Intro to Managerial Accounting,3,I,Fall2019
LAW200,Legal Environment of Business,3,I,Spring2020
ACT202,Intro to Managerial Accounting,3,D+,Spring2020
LAW200,Legal Environment of Business,3,D,Summer2020
MGT368,Entrepreneurship,3,D+,Summer2020
ECO104,Intro to Macroeconomics,3,C-,Summer2020
MIS107,Introduction to Computers,3,D+,Summer2020
MIS207,Management Information Systems,3,D,Fall2020
ENG105,Advanced Composition,3,F,Fall2020
BEN205,Bengali Literature,3,F,Spring2021
PHI401,Ethics / Philosophy,3,D,Spring2021
CHN101,Chinese Language,3,F,Summer2021
BEN205,Bengali Literature,3,I,Summer2021
ENG115,English Literature,3,C-,Summer2021
MGT212,Principles of Management,3,D,Summer2021
POL104,Political Science,3,F,Fall2021
SOC101,Intro to Sociology,3,D,Fall2021
POL101,Intro to Political Science,3,D+,Fall2021
PAD201,Public Administration,3,D,Fall2021
ENG105,Advanced Composition,3,C-,Spring2022
ENV107,Environmental Science,3,F,Spring2022
PHY107,Physics I,3,D,Summer2022
PSY101,Intro to Psychology,3,F,Summer2022
CHE101,Chemistry I,3,C-,Summer2022
CHE101L,Chemistry I Lab,1,C-,Summer2022
PBH101,Public Health,3,C-,Summer2022
PBH101L,Public Health Lab,1,I,Summer2022
HIS101,Bangladesh History,3,C-,Fall2022
HIS102,World Civilization,3,D+,Fall2022
HRM370,Managerial Skill Development,3,F,Spring2023
HRM380,Compensation Theory and Practice,3,C-,Spring2023
HRM450,Industrial Relations,3,D,Spring2023
HRM370,Managerial Skill Development,3,D+,Summer2023
HRM470,Negotiations,3,I,Summer2023
HRM360,Planning and Staffing,3,F,Summer2023
HRM499,Special Topics in HRM,3,F,Summer2023
HRM340,Training and Development,3,D,Fall2023
HRM360,Planning and Staffing,3,F,Fall2023
HRM360,Planning and Staffing,3,C-,Spring2024
HRM499,Special Topics in HRM,3,F,Spring2024
HRM470,Negotiations,3,D+,Spring2024
HRM499,Special Topics in HRM,3,D,Summer2024
