course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,B-,Summer2022
BUS251,Business Communication,3,D,Summer2022
LAW200,Legal Environment of Business,3,C-,Summer2022
MIS107,Introduction to Computers,3,A-,Summer2022
ACT201,Intro to Financial Accounting,3,F,Fall2022
ECO101,Intro to Microeconomics,3,B,Fall2022
MGT212,Principles of Management,3,D+,Fall2022
INB372,International Business,3,C,Spring2023
MIS207,Management Information Systems,3,A-,Spring2023
ECO104,Intro to Macroeconomics,3,D,Spring2023
PHI401,Ethics / Philosophy,3,C,Spring2023
