course_code,course_name,credits,grade,semester
PHY108,Physics II,3,C+,Fall2021
PHY108L,Physics II Lab,1,A-,Fall2021
CSE231L,Digital Logic Design Lab,1,A-,Fall2021
PHY107L,Physics I Lab,1,B+,Fall2021
CSE215L,Programming Language II Lab,1,C,Fall2021
CSE327,Software Engineering,3,C+,Fall2021
HIS102,World Civilization,3,C+,Spring2022
EEE141L,Electrical Circuits I Lab,1,A,Spring2022
EEE111,Analog Electronics I,3,B,Spring2022
EEE111L,Analog Electronics I Lab,1,B-,Spring2022
PHI104,Introduction to Ethics,3,C,Spring2022
BIO103L,Biology I Lab,1,B-,Summer2022
CSE299,Junior Design Project,1,B,Summer2022
HIS101,Bangladesh History,3,B+,Summer2022
CSE225L,Data Structures & Algorithms Lab,1,C+,Summer2022
CSE115L,Programming Language I Lab,1,B,Fall2022
CSE226,Fundamentals of Vibe Coding,3,A-,Fall2022
MAT125,Linear Algebra,3,A,Fall2022
ECO415,Public Finance,3,C-,Spring2023
ECO201,Intermediate Microeconomics,3,B-,Spring2023
ECO348,Mathematical Economics,3,B+,Spring2023
ECO450,Game Theory,3,D+,Spring2023
MKT202,Introduction to Marketing,3,C-,Spring2023
ECO101,Intro to Microeconomics,3,B-,Summer2023
ECO204,Intermediate Macroeconomics,3,B+,Summer2023
ECO304,International Economics,3,C+,Summer2023
MGT212,Principles of Management,3,C-,Fall2023
ECO441,Labor Economics,3,A,Fall2023
MGT368,Entrepreneurship,3,A,Fall2023
MIS107,Introduction to Computers,3,B-,Fall2023
ACT201,Intro to Financial Accounting,3,A-,Spring2024
MIS207,Management Information Systems,3,A-,Spring2024
ECO460,International Trade,3,A,Spring2024
ECO410,Development Economics,3,B,Summer2024
ACT202,Intro to Managerial Accounting,3,C+,Summer2024
PHI401,Ethics / Philosophy,3,F,Summer2024
ECO301,Monetary Economics,3,W,Summer2024
