course_code,course_name,credits,grade,semester
MGT212,Principles of Management,3,B-,Summer2021
MIS207,Management Information Systems,3,B+,Summer2021
MKT202,Introduction to Marketing,3,A-,Summer2021
ECO101,Intro to Microeconomics,3,B,Summer2021
ACT201,Intro to Financial Accounting,3,A,Summer2021
INB372,International Business,3,B+,Fall2021
MIS107,Introduction to Computers,3,C+,Fall2021
ACT202,Intro to Managerial Accounting,3,C,Fall2021
PHI401,Ethics / Philosophy,3,B-,Fall2021
LAW200,Legal Environment of Business,3,B,Fall2021
ECO104,Intro to Macroeconomics,3,C+,Spring2022
MGT368,Entrepreneurship,3,C,Spring2022
BUS251,Business Communication,3,A,Spring2022
CEE110,Engineering Drawing,1,C+,Summer2022
CSE231L,Digital Logic Design Lab,1,B,Summer2022
CSE331L,Microprocessor Interfacing Lab,1,A,Summer2022
CSE327,Software Engineering,3,C,Summer2022
HIS101,Bangladesh History,3,D,Fall2022
PHY107L,Physics I Lab,1,D,Fall2022
CSE331,Microprocessor Interfacing,3,B-,Fall2022
CHE101L,Chemistry I Lab,1,F,Fall2022
EEE111,Analog Electronics I,3,F,Fall2022
HIS102,World Civilization,3,A,Spring2023
EEE141,Electrical Circuits I,3,C,Spring2023
EEE141L,Electrical Circuits I Lab,1,B+,Spring2023
CHE101,Chemistry I,3,F,Spring2023
PHY108,Physics II,3,C,Spring2023
PHY108L,Physics II Lab,1,A,Spring2023
CSE311L,Database Management Systems Lab,1,B,Summer2023
CSE115,Programming Language I,3,B-,Summer2023
CSE115L,Programming Language I Lab,1,B+,Summer2023
EEE111L,Analog Electronics I Lab,1,C,Summer2023
CSE225L,Data Structures & Algorithms Lab,1,B+,Summer2023
ENG105,Advanced Composition,3,B+,Summer2023
MAT125,Linear Algebra,3,A,Fall2023
ENG111,Public Speaking,3,B+,Fall2023
CSE173,Discrete Mathematics,3,C,Fall2023
BIO103L,Biology I Lab,1,C,Fall2023
PHI104,Introduction to Ethics,3,B+,Fall2023
CSE101,Introduction to Python Programming,3,C-,Spring2024
ENG103,Intermediate Composition,3,B,Spring2024
CSE145,Introduction to Artificial Intelligence,3,C,Spring2024
CSE425,Concepts of Programming Languages,3,B-,Summer2024
EEE452,Engineering Economics,3,C-,Summer2024
BIO103,Biology I,3,A,Summer2024
CSE215L,Programming Language II Lab,1,W,Summer2024
EEE111,Analog Electronics I,3,B,Summer2024
