course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,F,Summer2019
MKT202,Introduction to Marketing,3,C-,Summer2019
ACT201,Intro to Financial Accounting,3,F,Summer2019
MIS107,Introduction to Computers,3,I,Summer2019
BUS251,Business Communication,3,D,Fall2019
ACT201,Intro to Financial Accounting,3,F,Fall2019
MIS107,Introduction to Computers,3,C-,Fall2019
LAW200,Legal Environment of Business,3,C-,Spring2020
INB372,International Business,3,F,Spring2020
ECO101,Intro to Microeconomics,3,F,Spring2020
MIS207,Management Information Systems,3,C-,Spring2020
INB372,International Business,3,F,Summer2020
MGT368,Entrepreneurship,3,D+,Summer2020
MGT212,Principles of Management,3,C-,Summer2020
ECO101,Intro to Microeconomics,3,F,Summer2020
BEN205,Bengali Literature,3,D,Summer2020
INB372,International Business,3,F,Fall2020
POL101,Intro to Political Science,3,I,Fall2020
PHI401,Ethics / Philosophy,3,C-,Fall2020
POL101,Intro to Political Science,3,F,Spring2021
SOC101,Intro to Sociology,3,D,Spring2021
ECO101,Intro to Microeconomics,3,F,Spring2021
ACT201,Intro to Financial Accounting,3,D,Spring2021
INB372,International Business,3,F,Spring2021
ECO101,Intro to Microeconomics,3,F,Summer2021
POL104,Political Science,3,F,Summer2021
INB372,International Business,3,C-,Summer2021
ACT202,Intro to Managerial Accounting,3,C-,Summer2021
POL101,Intro to Political Science,3,D+,Summer2021
ECO101,Intro to Microeconomics,3,D+,Fall2021
ENV107,Environmental Science,3,C-,Fall2021
ENV107L,Environmental Science Lab,1,C-,Fall2021
PSY101,Intro to Psychology,3,F,Fall2021
PHY107,Physics I,3,F,Fall2021
HIS103,History of South Asia,3,C-,Spring2022
HIS101,Bangladesh History,3,F,Spring2022
ECO104,Intro to Macroeconomics,3,D,Spring2022
HIS101,Bangladesh History,3,F,Summer2022
MGT321,Organizational Behavior,3,D+,Summer2022
MGT330,Designing Effective Organizations,3,F,Summer2022
MGT350,Managing Quality,3,F,Fall2022
HIS101,Bangladesh History,3,I,Fall2022
MGT330,Designing Effective Organizations,3,D,Fall2022
HIS102,World Civilization,3,F,Fall2022
MGT410,Entrepreneurship II,3,F,Fall2022
MGT350,Managing Quality,3,D+,Spring2023
HRM370,Managerial Skill Development,3,D+,Spring2023
HIS101,Bangladesh History,3,I,Spring2023
HIS102,World Civilization,3,D,Spring2023
MIS320,IT for Managers,3,D+,Summer2023
MGT490,Project Management,3,D+,Summer2023
HRM470,Negotiations,3,D,Summer2023
HRM450,Industrial Relations,3,F,Summer2023
MGT410,Entrepreneurship II,3,F,Summer2023
