course_code,course_name,credits,grade,semester
ENG103,Intermediate Composition,3,C-,Fall2020
ECO101,Intro to Microeconomics,3,F,Fall2020
ECO101,Intro to Microeconomics,3,D,Spring2021
MKT202,Introduction to Marketing,3,C-,Spring2021
ACT201,Intro to Financial Accounting,3,D+,Spring2021
ACT202,Intro to Managerial Accounting,3,C,Summer2021
MIS107,Introduction to Computers,3,C,Summer2021
ECO104,Intro to Macroeconomics,3,F,Summer2021
MIS207,Management Information Systems,3,D,Fall2021
INB372,International Business,3,F,Fall2021
LAW200,Legal Environment of Business,3,C,Fall2021
BUS251,Business Communication,3,F,Spring2022
MGT368,Entrepreneurship,3,D+,Spring2022
MGT212,Principles of Management,3,C-,Spring2022
BUS251,Business Communication,3,W,Summer2022
INB372,International Business,3,C,Summer2022
PHI401,Ethics / Philosophy,3,C,Summer2022
ENG105,Advanced Composition,3,C,Summer2022
ENG115,English Literature,3,W,Fall2022
CHN101,Chinese Language,3,C,Fall2022
ECO104,Intro to Macroeconomics,3,F,Fall2022
ECO104,Intro to Macroeconomics,3,C,Spring2023
SOC101,Intro to Sociology,3,F,Spring2023
PAD201,Public Administration,3,D,Spring2023
BUS251,Business Communication,3,C-,Spring2023
GEO205,Geography,3,F,Summer2023
ANT101,Anthropology,3,F,Summer2023
BIO103,Biology I,3,C,Summer2023
BIO103L,Biology I Lab,1,F,Summer2023
SOC101,Intro to Sociology,3,C-,Fall2023
ANT101,Anthropology,3,D+,Fall2023
HIS101,Bangladesh History,3,C-,Fall2023
GEO205,Geography,3,W,Fall2023
HIS205,Modern History,3,D,Spring2024
MKT337,Promotional Management,3,D+,Spring2024
HIS102,World Civilization,3,D,Spring2024
MKT460,Strategic Marketing,3,D,Spring2024
