course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,A,Summer2022
MIS107,Introduction to Computers,3,A-,Summer2022
BUS251,Business Communication,3,A-,Summer2022
ENG103,Intermediate Composition,3,A-,Summer2022
LAW200,Legal Environment of Business,3,A,Summer2022
ECO104,Intro to Macroeconomics,3,B,Fall2022
MIS207,Management Information Systems,3,B,Fall2022
MGT212,Principles of Management,3,B+,Fall2022
MGT368,Entrepreneurship,3,B,Fall2022
ACT201,Intro to Financial Accounting,3,A-,Fall2022
INB372,International Business,3,B+,Spring2023
MKT202,Introduction to Marketing,3,A,Spring2023
ENG105,Advanced Composition,3,A,Spring2023
PHI401,Ethics / Philosophy,3,A-,Spring2023
ENG115,English Literature,3,B,Spring2023
CHN101,Chinese Language,3,A,Spring2023
PAD201,Public Administration,3,B,Summer2023
ACT202,Intro to Managerial Accounting,3,B+,Summer2023
SOC101,Intro to Sociology,3,B+,Summer2023
ANT101,Anthropology,3,B+,Summer2023
POL101,Intro to Political Science,3,B,Summer2023
CHE101,Chemistry I,3,A,Fall2023
CHE101L,Chemistry I Lab,1,B,Fall2023
ENV107,Environmental Science,3,B+,Fall2023
ENV107L,Environmental Science Lab,1,A-,Fall2023
BIO103,Biology I,3,A-,Fall2023
BIO103L,Biology I Lab,1,B,Fall2023
HIS101,Bangladesh History,3,B+,Fall2023
PBH101,Public Health,3,B+,Fall2023
ECO204,Intermediate Macroeconomics,3,A-,Spring2024
HIS205,Modern History,3,A,Spring2024
HIS103,History of South Asia,3,B,Spring2024
ECO201,Intermediate Microeconomics,3,B+,Spring2024
ECO348,Mathematical Economics,3,A-,Spring2024
ECO244,Economic Development,3,B,Spring2024
ECO441,Labor Economics,3,A-,Summer2024
ECO301,Monetary Economics,3,A,Summer2024
ECO410,Development Economics,3,A,Summer2024
ECO317,Public Economics,3,A-,Summer2024
ECO328,Econometrics,3,B+,Summer2024
ECO415,Public Finance,3,B-,Summer2024
ECO304,International Economics,3,B+,Fall2024
ECO460,International Trade,3,B+,Fall2024
ECO354,Advanced Microeconomics,3,A-,Fall2024
ECO450,Game Theory,3,B+,Fall2024
BUS498,Internship,4,A,Fall2024
