course_code,course_name,credits,grade,semester
BUS251,Business Communication,3,D+,Summer2020
ECO101,Intro to Microeconomics,3,B,Summer2020
ENG103,Intermediate Composition,3,A,Summer2020
ACT201,Intro to Financial Accounting,3,C-,Summer2020
MKT202,Introduction to Marketing,3,B-,Fall2020
ECO104,Intro to Macroeconomics,3,C-,Fall2020
ACT202,Intro to Managerial Accounting,3,D+,Fall2020
MIS107,Introduction to Computers,3,B,Spring2021
MIS207,Management Information Systems,3,B+,Spring2021
MGT212,Principles of Management,3,D,Spring2021
LAW200,Legal Environment of Business,3,F,Summer2021
INB372,International Business,3,D+,Summer2021
MGT368,Entrepreneurship,3,C-,Summer2021
ENG105,Advanced Composition,3,C+,Fall2021
CHN101,Chinese Language,3,C-,Fall2021
ENG115,English Literature,3,B,Fall2021
BEN205,Bengali Literature,3,D,Fall2021
PAD201,Public Administration,3,A,Spring2022
POL101,Intro to Political Science,3,C+,Spring2022
PHI401,Ethics / Philosophy,3,C-,Spring2022
ANT101,Anthropology,3,B,Summer2022
SOC101,Intro to Sociology,3,C,Summer2022
ENV107,Environmental Science,3,B+,Summer2022
ENV107L,Environmental Science Lab,1,A-,Summer2022
GEO205,Geography,3,C,Summer2022
HIS102,World Civilization,3,C,Fall2022
HIS101,Bangladesh History,3,D+,Fall2022
HIS103,History of South Asia,3,D,Fall2022
ECO201,Intermediate Microeconomics,3,D+,Spring2023
LAW200,Legal Environment of Business,3,C+,Spring2023
ECO204,Intermediate Macroeconomics,3,C-,Spring2023
ECO348,Mathematical Economics,3,A-,Summer2023
ECO244,Economic Development,3,A-,Summer2023
ECO304,International Economics,3,C,Summer2023
ECO301,Monetary Economics,3,A,Summer2023
ECO328,Econometrics,3,B,Fall2023
ECO317,Public Economics,3,C+,Fall2023
ECO354,Advanced Microeconomics,3,D+,Fall2023
ECO450,Game Theory,3,C+,Fall2023
ECO441,Labor Economics,3,W,Fall2023
ECO410,Development Economics,3,W,Spring2024
ECO441,Labor Economics,3,C,Spring2024
ECO415,Public Finance,3,C,Spring2024
ECO460,International Trade,3,D,Spring2024
BUS498,Internship,4,A,Spring2024
