course_code,course_name,credits,grade,semester
LAW200,Legal Environment of Business,3,A-,Fall2020
ACT201,Intro to Financial Accounting,3,A,Fall2020
ECO101,Intro to Microeconomics,3,B,Fall2020
MKT202,Introduction to Marketing,3,C,Fall2020
ECO104,Intro to Macroeconomics,3,W,Spring2021
MIS107,Introduction to Computers,3,A,Spring2021
BUS251,Business Communication,3,A,Spring2021
ECO104,Intro to Macroeconomics,3,C,Summer2021
PHI401,Ethics / Philosophy,3,B-,Summer2021
INB372,International Business,3,C-,Summer2021
MIS207,Management Information Systems,3,F,Summer2021
MGT368,Entrepreneurship,3,D+,Summer2021
CHN101,Chinese Language,3,C-,Fall2021
BEN205,Bengali Literature,3,C-,Fall2021
MGT212,Principles of Management,3,D+,Fall2021
ACT202,Intro to Managerial Accounting,3,B-,Fall2021
ENG115,English Literature,3,A,Fall2021
MIS207,Management Information Systems,3,B-,Spring2022
GEO205,Geography,3,B-,Spring2022
POL104,Political Science,3,B,Spring2022
SOC101,Intro to Sociology,3,C,Spring2022
PAD201,Public Administration,3,B-,Spring2022
CHE101,Chemistry I,3,B-,Summer2022
PSY101,Intro to Psychology,3,C+,Summer2022
PSY101L,Psychology Lab,1,C+,Summer2022
BIO103,Biology I,3,D,Summer2022
BIO103L,Biology I Lab,1,B,Summer2022
ENV107,Environmental Science,3,B,Summer2022
ENV107L,Environmental Science Lab,1,C,Summer2022
PBH101,Public Health,3,C-,Summer2022
HIS102,World Civilization,3,B+,Fall2022
INB400,International Trade and Finance,3,B-,Fall2022
HIS205,Modern History,3,B+,Fall2022
INB410,International Competitiveness,3,B-,Spring2023
MKT382,International Marketing,3,B-,Spring2023
INB350,International Business Negotiation,3,F,Spring2023
INB490,Cross-Cultural Management,3,C+,Spring2023
INB350,International Business Negotiation,3,B-,Summer2023
INB450,Global Entrepreneurship,3,A-,Summer2023
INB415,Emerging Markets,3,D,Summer2023
MKT417,Export-Import Management,3,A,Fall2023
INB495,Special Topics in INB,3,D+,Fall2023
INB355,Country Risk Analysis,3,W,Fall2023
BUS498,Internship,4,B,Fall2023
