course_code,course_name,credits,grade,semester
CSE115,Programming Language I,3,A,Spring2023
MAT116,Pre-Calculus,3,A,Spring2023
BIO103L,Biology I Lab,1,A,Spring2023
CHE101,Chemistry I,3,B+,Spring2023
CHE101L,Chemistry I Lab,1,A,Spring2023
CSE173,Discrete Mathematics,3,A-,Summer2023
MAT120,Calculus I,3,A,Summer2023
HIS101,Bangladesh History,3,B+,Summer2023
BIO103,Biology I,3,B,Summer2023
POL101,Intro to Political Science,3,A-,Summer2023
ENG111,Public Speaking,3,A,Summer2023
CSE215,Programming Language II,3,B-,Fall2023
CSE215L,Programming Language II Lab,1,A-,Fall2023
MAT130,Calculus II,3,B,Fall2023
ECO104,Intro to Macroeconomics,3,B+,Fall2023
ENG103,Intermediate Composition,3,A,Fall2023
