course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,T,Fall2021
ACT201,Intro to Financial Accounting,3,A,Fall2021
MKT202,Introduction to Marketing,3,B+,Fall2021
ENG103,Intermediate Composition,3,B,Spring2022
INB372,International Business,3,C,Spring2022
LAW200,Legal Environment of Business,3,T,Spring2022
ECO104,Intro to Macroeconomics,3,T,Spring2022
ACT202,Intro to Managerial Accounting,3,B,Spring2022
MGT368,Entrepreneurship,3,C+,Summer2022
BUS251,Business Communication,3,C+,Summer2022
MGT212,Principles of Management,3,T,Summer2022
ENG105,Advanced Composition,3,B+,Summer2022
PHI401,Ethics / Philosophy,3,B,Fall2022
MIS207,Management Information Systems,3,A-,Fall2022
MIS107,Introduction to Computers,3,C+,Fall2022
CHN101,Chinese Language,3,T,Fall2022
ANT101,Anthropology,3,T,Spring2023
GEO205,Geography,3,T,Spring2023
BIO103,Biology I,3,C,Spring2023
POL104,Political Science,3,C+,Spring2023
SOC101,Intro to Sociology,3,B,Spring2023
HIS102,World Civilization,3,A-,Summer2023
MGT321,Organizational Behavior,3,C+,Summer2023
HIS205,Modern History,3,T,Summer2023
MGT410,Entrepreneurship II,3,C,Fall2023
MGT330,Designing Effective Organizations,3,B+,Fall2023
HRM370,Managerial Skill Development,3,B+,Fall2023
MGT490,Project Management,3,A,Fall2023
