course_code,course_name,credits,grade,semester
ENG103,Intermediate Composition,3,F,Spring2020
ACT201,Intro to Financial Accounting,3,D+,Spring2020
ENG103,Intermediate Composition,3,W,Summer2020
BUS251,Business Communication,3,F,Summer2020
MKT202,Introduction to Marketing,3,C-,Summer2020
BUS251,Business Communication,3,D,Fall2020
ECO101,Intro to Microeconomics,3,D,Fall2020
ECO104,Intro to Macroeconomics,3,C,Spring2021
ENG103,Intermediate Composition,3,D,Spring2021
LAW200,Legal Environment of Business,3,W,Spring2021
INB372,International Business,3,D+,Summer2021
ACT202,Intro to Managerial Accounting,3,F,Summer2021
ACT202,Intro to Managerial Accounting,3,W,Fall2021
MIS107,Introduction to Computers,3,F,Fall2021
LAW200,Legal Environment of Business,3,C,Fall2021
ACT202,Intro to Managerial Accounting,3,C,Spring2022
MIS107,Introduction to Computers,3,C-,Spring2022
PHI401,Ethics / Philosophy,3,C-,Summer2022
MGT368,Entrepreneurship,3,F,Summer2022
MIS207,Management Information Systems,3,W,Summer2022
MGT212,Principles of Management,3,C-,Summer2022
ENG115,English Literature,3,C,Fall2022
BEN205,Bengali Literature,3,C,Fall2022
ENG105,Advanced Composition,3,F,Fall2022
POL101,Intro to Political Science,3,W,Spring2023
ENG105,Advanced Composition,3,W,Spring2023
PAD201,Public Administration,3,C,Spring2023
MGT368,Entrepreneurship,3,W,Spring2023
