course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,D,Summer2019
ECO101,Intro to Microeconomics,3,W,Summer2019
ACT201,Intro to Financial Accounting,3,W,Fall2019
ECO101,Intro to Microeconomics,3,B,Fall2019
ECO104,Intro to Macroeconomics,3,W,Spring2020
ECO104,Intro to Macroeconomics,3,C,Summer2020
MIS107,Introduction to Computers,3,C,Summer2020
LAW200,Legal Environment of Business,3,W,Fall2020
MIS207,Management Information Systems,3,A,Spring2021
INB372,International Business,3,W,Spring2021
BUS251,Business Communication,3,W,Spring2021
ACT201,Intro to Financial Accounting,3,B+,Summer2021
LAW200,Legal Environment of Business,3,W,Summer2021
LAW200,Legal Environment of Business,3,D,Fall2021
INB372,International Business,3,W,Spring2022
BUS251,Business Communication,3,C,Spring2022
MGT212,Principles of Management,3,C,Summer2022
PHI401,Ethics / Philosophy,3,C,Fall2022
ACT202,Intro to Managerial Accounting,3,C,Fall2022
ENG115,English Literature,3,W,Spring2023
CHN101,Chinese Language,3,D,Spring2023
MGT368,Entrepreneurship,3,C+,Spring2023
POL104,Political Science,3,C+,Summer2023
INB372,International Business,3,W,Fall2023
SOC101,Intro to Sociology,3,B+,Fall2023
ANT101,Anthropology,3,B+,Fall2023
BIO103,Biology I,3,W,Spring2024
PSY101,Intro to Psychology,3,C,Summer2024
PSY101L,Psychology Lab,1,W,Summer2024
PBH101,Public Health,3,W,Summer2024
BIO103,Biology I,3,W,Summer2024
