course_code,course_name,credits,grade,semester
ACT201,Intro to Financial Accounting,3,C,Spring2022
BUS251,Business Communication,3,B-,Spring2022
ECO101,Intro to Microeconomics,3,A-,Spring2022
ECO104,Intro to Macroeconomics,3,B-,Summer2022
MKT202,Introduction to Marketing,3,D+,Summer2022
MIS107,Introduction to Computers,3,A,Fall2022
LAW200,Legal Environment of Business,3,F,Fall2022
ACT202,Intro to Managerial Accounting,3,C-,Fall2022
INB372,International Business,3,W,Spring2023
PHI401,Ethics / Philosophy,3,A-,Spring2023
MGT212,Principles of Management,3,B,Spring2023
LAW200,Legal Environment of Business,3,D,Spring2023
BEN205,Bengali Literature,3,A,Summer2023
MIS207,Management Information Systems,3,B+,Summer2023
INB372,International Business,3,B+,Fall2023
POL104,Political Science,3,C,Fall2023
MGT368,Entrepreneurship,3,B+,Fall2023
PBH101,Public Health,3,C,Spring2024
PBH101L,Public Health Lab,1,F,Spring2024
SOC101,Intro to Sociology,3,A-,Spring2024
ENV107,Environmental Science,3,B,Spring2024
GEO205,Geography,3,B+,Spring2024
